"funnel_step","funnel_name","platform","age_range","download_date","user_count","ride_count"
"1","sign_ups","web","","2021-04-21 00:00:00","0","0"
"1","sign_ups","web","","2021-04-22 00:00:00","0","0"
"1","sign_ups","web","","2021-04-23 00:00:00","0","0"
"1","sign_ups","web","","2021-04-25 00:00:00","0","0"
"1","sign_ups","web","","2021-04-27 00:00:00","0","0"
"1","sign_ups","web","","2021-04-28 00:00:00","0","0"
"1","sign_ups","web","","2021-04-29 00:00:00","0","0"
"1","sign_ups","web","","2021-04-30 00:00:00","0","0"
"1","sign_ups","web","","2021-05-02 00:00:00","0","0"
"1","sign_ups","web","","2021-05-03 00:00:00","0","0"
"1","sign_ups","web","","2021-05-04 00:00:00","0","0"
"1","sign_ups","web","","2021-05-05 00:00:00","0","0"
"1","sign_ups","web","","2021-05-06 00:00:00","0","0"
"1","sign_ups","web","","2021-05-07 00:00:00","0","0"
"1","sign_ups","web","","2021-05-08 00:00:00","0","0"
"1","sign_ups","web","","2021-05-09 00:00:00","0","0"
"1","sign_ups","web","","2021-05-10 00:00:00","0","0"
"1","sign_ups","web","","2021-05-12 00:00:00","0","0"
"1","sign_ups","web","","2021-05-13 00:00:00","0","0"
"1","sign_ups","web","","2021-05-14 00:00:00","0","0"
"1","sign_ups","web","","2021-05-15 00:00:00","0","0"
"1","sign_ups","web","","2021-05-16 00:00:00","0","0"
"1","sign_ups","web","","2021-05-17 00:00:00","0","0"
"1","sign_ups","web","","2021-05-19 00:00:00","0","0"
"1","sign_ups","web","","2021-05-20 00:00:00","0","0"
"1","sign_ups","web","","2021-05-21 00:00:00","0","0"
"1","sign_ups","web","","2021-05-22 00:00:00","0","0"
"1","sign_ups","web","","2021-05-24 00:00:00","0","0"
"1","sign_ups","web","","2021-05-25 00:00:00","0","0"
"1","sign_ups","web","","2021-05-26 00:00:00","0","0"
"1","sign_ups","web","","2021-05-27 00:00:00","0","0"
"1","sign_ups","web","","2021-05-29 00:00:00","0","0"
"1","sign_ups","web","","2021-05-31 00:00:00","0","0"
"1","sign_ups","web","","2021-06-01 00:00:00","0","0"
"1","sign_ups","web","","2021-06-02 00:00:00","0","0"
"1","sign_ups","web","","2021-06-03 00:00:00","0","0"
"1","sign_ups","web","","2021-06-04 00:00:00","0","0"
"1","sign_ups","web","","2021-06-05 00:00:00","0","0"
"1","sign_ups","web","","2021-06-06 00:00:00","0","0"
"1","sign_ups","web","","2021-06-07 00:00:00","0","0"
"1","sign_ups","web","","2021-06-09 00:00:00","0","0"
"1","sign_ups","web","","2021-06-10 00:00:00","0","0"
"1","sign_ups","web","","2021-06-11 00:00:00","0","0"
"1","sign_ups","web","","2021-06-13 00:00:00","0","0"
"1","sign_ups","web","","2021-06-14 00:00:00","0","0"
"1","sign_ups","web","","2021-06-15 00:00:00","0","0"
"1","sign_ups","web","","2021-06-16 00:00:00","0","0"
"1","sign_ups","web","","2021-06-17 00:00:00","0","0"
"1","sign_ups","web","","2021-06-18 00:00:00","0","0"
"1","sign_ups","web","","2021-06-19 00:00:00","0","0"
"1","sign_ups","web","","2021-06-20 00:00:00","0","0"
"1","sign_ups","web","","2021-06-21 00:00:00","0","0"
"1","sign_ups","web","","2021-06-22 00:00:00","0","0"
"1","sign_ups","web","","2021-06-23 00:00:00","0","0"
"1","sign_ups","web","","2021-06-24 00:00:00","0","0"
"1","sign_ups","web","","2021-06-28 00:00:00","0","0"
"1","sign_ups","web","","2021-06-29 00:00:00","0","0"
"1","sign_ups","web","","2021-06-30 00:00:00","0","0"
"1","sign_ups","web","","2021-07-01 00:00:00","0","0"
"1","sign_ups","web","","2021-07-02 00:00:00","0","0"
"1","sign_ups","web","","2021-07-03 00:00:00","0","0"
"1","sign_ups","web","","2021-07-05 00:00:00","0","0"
"1","sign_ups","web","","2021-07-06 00:00:00","0","0"
"1","sign_ups","web","","2021-07-07 00:00:00","0","0"
"1","sign_ups","web","","2021-07-08 00:00:00","0","0"
"1","sign_ups","web","","2021-07-09 00:00:00","0","0"
"1","sign_ups","web","","2021-07-10 00:00:00","0","0"
"1","sign_ups","web","","2021-07-11 00:00:00","0","0"
"1","sign_ups","web","","2021-07-12 00:00:00","0","0"
"1","sign_ups","web","","2021-07-13 00:00:00","0","0"
"1","sign_ups","web","","2021-07-14 00:00:00","0","0"
"1","sign_ups","web","","2021-07-16 00:00:00","0","0"
"1","sign_ups","web","","2021-07-17 00:00:00","0","0"
"1","sign_ups","web","","2021-07-18 00:00:00","0","0"
"1","sign_ups","web","","2021-07-20 00:00:00","0","0"
"1","sign_ups","web","","2021-07-21 00:00:00","0","0"
"1","sign_ups","web","","2021-07-22 00:00:00","0","0"
"1","sign_ups","web","","2021-07-23 00:00:00","0","0"
"1","sign_ups","web","","2021-07-24 00:00:00","0","0"
"1","sign_ups","web","","2021-07-25 00:00:00","0","0"
"1","sign_ups","web","","2021-07-26 00:00:00","0","0"
"1","sign_ups","web","","2021-07-27 00:00:00","0","0"
"1","sign_ups","web","","2021-07-28 00:00:00","0","0"
"1","sign_ups","web","","2021-07-29 00:00:00","0","0"
"1","sign_ups","web","","2021-07-30 00:00:00","0","0"
"1","sign_ups","web","","2021-07-31 00:00:00","0","0"
"1","sign_ups","web","","2021-08-01 00:00:00","0","0"
"1","sign_ups","web","","2021-08-03 00:00:00","0","0"
"1","sign_ups","web","","2021-08-04 00:00:00","0","0"
"1","sign_ups","web","","2021-08-05 00:00:00","0","0"
"1","sign_ups","web","","2021-08-06 00:00:00","0","0"
"1","sign_ups","web","","2021-08-07 00:00:00","0","0"
"1","sign_ups","web","","2021-08-08 00:00:00","0","0"
"1","sign_ups","web","","2021-08-09 00:00:00","0","0"
"1","sign_ups","web","","2021-08-10 00:00:00","0","0"
"1","sign_ups","web","","2021-08-11 00:00:00","0","0"
"1","sign_ups","web","","2021-08-12 00:00:00","0","0"
"1","sign_ups","web","","2021-08-13 00:00:00","0","0"
"1","sign_ups","web","","2021-08-14 00:00:00","0","0"
"1","sign_ups","web","","2021-08-15 00:00:00","0","0"
"1","sign_ups","web","","2021-08-16 00:00:00","0","0"
"1","sign_ups","web","","2021-08-17 00:00:00","0","0"
"1","sign_ups","web","","2021-08-18 00:00:00","0","0"
"1","sign_ups","web","","2021-08-19 00:00:00","0","0"
"1","sign_ups","web","","2021-08-20 00:00:00","0","0"
"1","sign_ups","web","","2021-08-21 00:00:00","0","0"
"1","sign_ups","web","","2021-08-22 00:00:00","0","0"
"1","sign_ups","web","","2021-08-23 00:00:00","0","0"
"1","sign_ups","web","","2021-08-27 00:00:00","0","0"
"1","sign_ups","web","","2021-08-28 00:00:00","0","0"
"1","sign_ups","web","","2021-08-29 00:00:00","0","0"
"1","sign_ups","web","","2021-08-31 00:00:00","0","0"
"1","sign_ups","web","","2021-09-01 00:00:00","0","0"
"1","sign_ups","web","","2021-09-02 00:00:00","0","0"
"1","sign_ups","web","","2021-09-03 00:00:00","0","0"
"1","sign_ups","web","","2021-09-04 00:00:00","0","0"
"1","sign_ups","web","","2021-09-06 00:00:00","0","0"
"1","sign_ups","web","","2021-09-07 00:00:00","0","0"
"1","sign_ups","web","","2021-09-08 00:00:00","0","0"
"1","sign_ups","web","","2021-09-09 00:00:00","0","0"
"1","sign_ups","web","","2021-09-10 00:00:00","0","0"
"1","sign_ups","web","","2021-09-12 00:00:00","0","0"
"1","sign_ups","web","","2021-09-13 00:00:00","0","0"
"1","sign_ups","web","","2021-09-14 00:00:00","0","0"
"1","sign_ups","web","","2021-09-15 00:00:00","0","0"
"1","sign_ups","web","","2021-09-16 00:00:00","0","0"
"1","sign_ups","web","","2021-09-17 00:00:00","0","0"
"1","sign_ups","web","","2021-09-18 00:00:00","0","0"
"1","sign_ups","web","","2021-09-19 00:00:00","0","0"
"1","sign_ups","web","","2021-09-20 00:00:00","0","0"
"1","sign_ups","web","","2021-09-21 00:00:00","0","0"
"1","sign_ups","web","","2021-09-22 00:00:00","0","0"
"1","sign_ups","web","","2021-09-23 00:00:00","0","0"
"1","sign_ups","web","","2021-09-24 00:00:00","0","0"
"1","sign_ups","web","","2021-09-25 00:00:00","0","0"
"1","sign_ups","web","","2021-09-26 00:00:00","0","0"
"1","sign_ups","web","","2021-09-27 00:00:00","0","0"
"1","sign_ups","web","","2021-09-28 00:00:00","0","0"
"1","sign_ups","web","","2021-09-29 00:00:00","0","0"
"1","sign_ups","web","","2021-10-01 00:00:00","0","0"
"1","sign_ups","web","","2021-10-02 00:00:00","0","0"
"1","sign_ups","web","","2021-10-03 00:00:00","0","0"
"1","sign_ups","web","","2021-10-04 00:00:00","0","0"
"1","sign_ups","web","","2021-10-05 00:00:00","0","0"
"1","sign_ups","web","","2021-10-07 00:00:00","0","0"
"1","sign_ups","web","","2021-10-08 00:00:00","0","0"
"1","sign_ups","web","","2021-10-09 00:00:00","0","0"
"1","sign_ups","web","","2021-10-10 00:00:00","0","0"
"1","sign_ups","web","","2021-10-11 00:00:00","0","0"
"1","sign_ups","web","","2021-10-12 00:00:00","0","0"
"1","sign_ups","web","","2021-10-13 00:00:00","0","0"
"1","sign_ups","web","","2021-10-16 00:00:00","0","0"
"1","sign_ups","web","","2021-10-17 00:00:00","0","0"
"1","sign_ups","web","","2021-10-18 00:00:00","0","0"
"1","sign_ups","web","","2021-10-20 00:00:00","0","0"
"1","sign_ups","web","","2021-10-21 00:00:00","0","0"
"1","sign_ups","web","","2021-10-22 00:00:00","0","0"
"1","sign_ups","web","","2021-10-23 00:00:00","0","0"
"1","sign_ups","web","","2021-10-24 00:00:00","0","0"
"1","sign_ups","web","","2021-10-25 00:00:00","0","0"
"1","sign_ups","web","","2021-10-26 00:00:00","0","0"
"1","sign_ups","web","","2021-10-27 00:00:00","0","0"
"1","sign_ups","web","","2021-10-28 00:00:00","0","0"
"1","sign_ups","web","","2021-10-29 00:00:00","0","0"
"1","sign_ups","web","","2021-10-30 00:00:00","0","0"
"1","sign_ups","web","","2021-10-31 00:00:00","0","0"
"1","sign_ups","web","","2021-11-01 00:00:00","0","0"
"1","sign_ups","web","","2021-11-02 00:00:00","0","0"
"1","sign_ups","web","","2021-11-03 00:00:00","0","0"
"1","sign_ups","web","","2021-11-06 00:00:00","0","0"
"1","sign_ups","web","","2021-11-07 00:00:00","0","0"
"1","sign_ups","web","","2021-11-08 00:00:00","0","0"
"1","sign_ups","web","","2021-11-09 00:00:00","0","0"
"1","sign_ups","web","","2021-11-10 00:00:00","0","0"
"1","sign_ups","web","","2021-11-12 00:00:00","0","0"
"1","sign_ups","web","","2021-11-14 00:00:00","0","0"
"1","sign_ups","web","","2021-11-17 00:00:00","0","0"
"1","sign_ups","web","","2021-11-18 00:00:00","0","0"
"1","sign_ups","web","","2021-11-20 00:00:00","0","0"
"1","sign_ups","web","","2021-11-21 00:00:00","0","0"
"1","sign_ups","web","","2021-11-22 00:00:00","0","0"
"1","sign_ups","web","","2021-11-24 00:00:00","0","0"
"1","sign_ups","web","","2021-11-25 00:00:00","0","0"
"1","sign_ups","web","","2021-11-26 00:00:00","0","0"
"1","sign_ups","web","","2021-11-27 00:00:00","0","0"
"1","sign_ups","web","","2021-11-28 00:00:00","0","0"
"1","sign_ups","web","","2021-11-29 00:00:00","0","0"
"1","sign_ups","web","","2021-11-30 00:00:00","0","0"
"1","sign_ups","web","","2021-12-01 00:00:00","0","0"
"1","sign_ups","web","","2021-12-02 00:00:00","0","0"
"1","sign_ups","web","","2021-12-04 00:00:00","0","0"
"1","sign_ups","web","","2021-12-05 00:00:00","0","0"
"1","sign_ups","web","","2021-12-06 00:00:00","0","0"
"1","sign_ups","web","","2021-12-07 00:00:00","0","0"
"1","sign_ups","web","","2021-12-08 00:00:00","0","0"
"1","sign_ups","web","","2021-12-09 00:00:00","0","0"
"1","sign_ups","web","","2021-12-11 00:00:00","0","0"
"1","sign_ups","web","","2021-12-13 00:00:00","0","0"
"1","sign_ups","web","","2021-12-14 00:00:00","0","0"
"1","sign_ups","web","","2021-12-16 00:00:00","0","0"
"1","sign_ups","web","","2021-12-17 00:00:00","0","0"
"1","sign_ups","web","","2021-12-18 00:00:00","0","0"
"1","sign_ups","web","","2021-12-19 00:00:00","0","0"
"1","sign_ups","web","","2021-12-20 00:00:00","0","0"
"1","sign_ups","web","","2021-12-21 00:00:00","0","0"
"1","sign_ups","web","","2021-12-22 00:00:00","0","0"
"1","sign_ups","web","","2021-12-23 00:00:00","0","0"
"1","sign_ups","web","","2021-12-24 00:00:00","0","0"
"1","sign_ups","web","","2021-12-25 00:00:00","0","0"
"1","sign_ups","web","","2021-12-26 00:00:00","0","0"
"1","sign_ups","web","","2021-12-28 00:00:00","0","0"
"1","sign_ups","web","","2021-12-29 00:00:00","0","0"
"1","sign_ups","web","","2021-12-30 00:00:00","0","0"
"1","sign_ups","web","","2021-12-31 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-01-02 00:00:00","1","62"
"2","ride_requested","android","18-24","2021-01-04 00:00:00","1","43"
"2","ride_requested","android","18-24","2021-01-05 00:00:00","1","50"
"2","ride_requested","android","18-24","2021-01-06 00:00:00","1","50"
"2","ride_requested","android","18-24","2021-01-07 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-01-08 00:00:00","1","83"
"2","ride_requested","android","18-24","2021-01-09 00:00:00","1","83"
"2","ride_requested","android","18-24","2021-01-10 00:00:00","0","27"
"2","ride_requested","android","18-24","2021-01-11 00:00:00","1","26"
"2","ride_requested","android","18-24","2021-01-12 00:00:00","1","69"
"2","ride_requested","android","18-24","2021-01-14 00:00:00","1","39"
"2","ride_requested","android","18-24","2021-01-15 00:00:00","0","30"
"2","ride_requested","android","18-24","2021-01-16 00:00:00","3","123"
"2","ride_requested","android","18-24","2021-01-17 00:00:00","0","22"
"2","ride_requested","android","18-24","2021-01-18 00:00:00","2","88"
"2","ride_requested","android","18-24","2021-01-19 00:00:00","1","87"
"2","ride_requested","android","18-24","2021-01-20 00:00:00","2","87"
"2","ride_requested","android","18-24","2021-01-21 00:00:00","1","53"
"2","ride_requested","android","18-24","2021-01-22 00:00:00","0","28"
"2","ride_requested","android","18-24","2021-01-23 00:00:00","0","20"
"2","ride_requested","android","18-24","2021-01-26 00:00:00","0","33"
"2","ride_requested","android","18-24","2021-01-28 00:00:00","0","13"
"2","ride_requested","android","18-24","2021-01-29 00:00:00","0","50"
"2","ride_requested","android","18-24","2021-01-30 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-01-31 00:00:00","1","91"
"2","ride_requested","android","18-24","2021-02-01 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-02-03 00:00:00","0","47"
"2","ride_requested","android","18-24","2021-02-04 00:00:00","1","39"
"2","ride_requested","android","18-24","2021-02-05 00:00:00","0","30"
"2","ride_requested","android","18-24","2021-02-06 00:00:00","1","42"
"2","ride_requested","android","18-24","2021-02-07 00:00:00","1","96"
"2","ride_requested","android","18-24","2021-02-09 00:00:00","1","22"
"2","ride_requested","android","18-24","2021-02-10 00:00:00","0","56"
"2","ride_requested","android","18-24","2021-02-12 00:00:00","1","37"
"2","ride_requested","android","18-24","2021-02-13 00:00:00","2","73"
"2","ride_requested","android","18-24","2021-02-14 00:00:00","1","52"
"2","ride_requested","android","18-24","2021-02-15 00:00:00","1","31"
"2","ride_requested","android","18-24","2021-02-17 00:00:00","1","31"
"2","ride_requested","android","18-24","2021-02-18 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-02-19 00:00:00","0","23"
"2","ride_requested","android","18-24","2021-02-20 00:00:00","1","65"
"2","ride_requested","android","18-24","2021-02-21 00:00:00","3","102"
"2","ride_requested","android","18-24","2021-02-22 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-02-24 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-02-25 00:00:00","1","66"
"2","ride_requested","android","18-24","2021-02-26 00:00:00","1","75"
"2","ride_requested","android","18-24","2021-02-27 00:00:00","2","100"
"2","ride_requested","android","18-24","2021-02-28 00:00:00","1","28"
"2","ride_requested","android","18-24","2021-03-01 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-03-02 00:00:00","1","31"
"2","ride_requested","android","18-24","2021-03-06 00:00:00","0","35"
"2","ride_requested","android","18-24","2021-03-07 00:00:00","0","21"
"2","ride_requested","android","18-24","2021-03-09 00:00:00","0","72"
"2","ride_requested","android","18-24","2021-03-11 00:00:00","0","19"
"2","ride_requested","android","18-24","2021-03-12 00:00:00","0","33"
"2","ride_requested","android","18-24","2021-03-16 00:00:00","0","27"
"2","ride_requested","android","18-24","2021-03-17 00:00:00","1","93"
"2","ride_requested","android","18-24","2021-03-18 00:00:00","1","29"
"2","ride_requested","android","18-24","2021-03-19 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-03-20 00:00:00","0","24"
"2","ride_requested","android","18-24","2021-03-21 00:00:00","1","41"
"2","ride_requested","android","18-24","2021-03-22 00:00:00","0","86"
"2","ride_requested","android","18-24","2021-03-24 00:00:00","0","25"
"2","ride_requested","android","18-24","2021-03-25 00:00:00","0","31"
"2","ride_requested","android","18-24","2021-03-26 00:00:00","0","83"
"2","ride_requested","android","18-24","2021-03-30 00:00:00","2","78"
"2","ride_requested","android","18-24","2021-03-31 00:00:00","0","55"
"2","ride_requested","android","18-24","2021-04-03 00:00:00","1","40"
"2","ride_requested","android","18-24","2021-04-04 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-04-07 00:00:00","1","44"
"2","ride_requested","android","18-24","2021-04-09 00:00:00","1","82"
"2","ride_requested","android","18-24","2021-04-10 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-04-11 00:00:00","1","35"
"2","ride_requested","android","18-24","2021-04-12 00:00:00","0","36"
"2","ride_requested","android","18-24","2021-04-13 00:00:00","2","54"
"2","ride_requested","android","18-24","2021-04-14 00:00:00","1","42"
"2","ride_requested","android","18-24","2021-04-15 00:00:00","0","24"
"2","ride_requested","android","18-24","2021-04-16 00:00:00","1","100"
"2","ride_requested","android","18-24","2021-04-17 00:00:00","1","69"
"2","ride_requested","android","18-24","2021-04-18 00:00:00","0","22"
"2","ride_requested","android","18-24","2021-04-20 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-04-22 00:00:00","2","109"
"2","ride_requested","android","18-24","2021-04-23 00:00:00","0","21"
"2","ride_requested","android","18-24","2021-04-24 00:00:00","1","33"
"2","ride_requested","android","18-24","2021-04-25 00:00:00","0","26"
"2","ride_requested","android","18-24","2021-04-26 00:00:00","1","55"
"2","ride_requested","android","18-24","2021-04-27 00:00:00","1","66"
"2","ride_requested","android","18-24","2021-04-28 00:00:00","1","35"
"2","ride_requested","android","18-24","2021-05-01 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-05-02 00:00:00","2","123"
"2","ride_requested","android","18-24","2021-05-04 00:00:00","0","27"
"2","ride_requested","android","18-24","2021-05-07 00:00:00","2","77"
"2","ride_requested","android","18-24","2021-05-08 00:00:00","1","23"
"2","ride_requested","android","18-24","2021-05-09 00:00:00","0","20"
"2","ride_requested","android","18-24","2021-05-13 00:00:00","0","33"
"2","ride_requested","android","18-24","2021-05-14 00:00:00","1","29"
"2","ride_requested","android","18-24","2021-05-15 00:00:00","0","30"
"2","ride_requested","android","18-24","2021-05-16 00:00:00","1","37"
"2","ride_requested","android","18-24","2021-05-18 00:00:00","2","72"
"2","ride_requested","android","18-24","2021-05-19 00:00:00","1","36"
"2","ride_requested","android","18-24","2021-05-20 00:00:00","0","33"
"2","ride_requested","android","18-24","2021-05-21 00:00:00","0","25"
"2","ride_requested","android","18-24","2021-05-23 00:00:00","2","73"
"2","ride_requested","android","18-24","2021-05-24 00:00:00","1","48"
"2","ride_requested","android","18-24","2021-05-28 00:00:00","2","67"
"2","ride_requested","android","18-24","2021-05-29 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-05-30 00:00:00","0","34"
"2","ride_requested","android","18-24","2021-05-31 00:00:00","0","26"
"2","ride_requested","android","18-24","2021-06-03 00:00:00","0","39"
"2","ride_requested","android","18-24","2021-06-04 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-06-05 00:00:00","3","119"
"2","ride_requested","android","18-24","2021-06-06 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-06-07 00:00:00","2","118"
"2","ride_requested","android","18-24","2021-06-08 00:00:00","1","70"
"2","ride_requested","android","18-24","2021-06-09 00:00:00","1","33"
"2","ride_requested","android","18-24","2021-06-10 00:00:00","1","59"
"2","ride_requested","android","18-24","2021-06-12 00:00:00","1","39"
"2","ride_requested","android","18-24","2021-06-13 00:00:00","1","51"
"2","ride_requested","android","18-24","2021-06-15 00:00:00","0","33"
"2","ride_requested","android","18-24","2021-06-16 00:00:00","1","65"
"2","ride_requested","android","18-24","2021-06-17 00:00:00","1","125"
"2","ride_requested","android","18-24","2021-06-18 00:00:00","2","78"
"2","ride_requested","android","18-24","2021-06-19 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-06-20 00:00:00","1","33"
"2","ride_requested","android","18-24","2021-06-21 00:00:00","1","90"
"2","ride_requested","android","18-24","2021-06-22 00:00:00","4","133"
"2","ride_requested","android","18-24","2021-06-24 00:00:00","1","30"
"2","ride_requested","android","18-24","2021-06-25 00:00:00","0","18"
"2","ride_requested","android","18-24","2021-06-26 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-06-27 00:00:00","0","26"
"2","ride_requested","android","18-24","2021-06-28 00:00:00","1","34"
"2","ride_requested","android","18-24","2021-06-29 00:00:00","1","63"
"2","ride_requested","android","18-24","2021-06-30 00:00:00","0","26"
"2","ride_requested","android","18-24","2021-07-01 00:00:00","1","67"
"2","ride_requested","android","18-24","2021-07-02 00:00:00","0","54"
"2","ride_requested","android","18-24","2021-07-03 00:00:00","1","21"
"2","ride_requested","android","18-24","2021-07-04 00:00:00","1","42"
"2","ride_requested","android","18-24","2021-07-07 00:00:00","3","117"
"2","ride_requested","android","18-24","2021-07-08 00:00:00","1","41"
"2","ride_requested","android","18-24","2021-07-09 00:00:00","0","15"
"2","ride_requested","android","18-24","2021-07-10 00:00:00","2","69"
"2","ride_requested","android","18-24","2021-07-12 00:00:00","1","48"
"2","ride_requested","android","18-24","2021-07-13 00:00:00","1","57"
"2","ride_requested","android","18-24","2021-07-14 00:00:00","0","26"
"2","ride_requested","android","18-24","2021-07-15 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-07-16 00:00:00","0","27"
"2","ride_requested","android","18-24","2021-07-17 00:00:00","3","140"
"2","ride_requested","android","18-24","2021-07-18 00:00:00","1","30"
"2","ride_requested","android","18-24","2021-07-19 00:00:00","2","67"
"2","ride_requested","android","18-24","2021-07-20 00:00:00","1","90"
"2","ride_requested","android","18-24","2021-07-22 00:00:00","2","78"
"2","ride_requested","android","18-24","2021-07-24 00:00:00","0","25"
"2","ride_requested","android","18-24","2021-07-25 00:00:00","0","26"
"2","ride_requested","android","18-24","2021-07-26 00:00:00","1","39"
"2","ride_requested","android","18-24","2021-07-27 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-07-28 00:00:00","1","40"
"2","ride_requested","android","18-24","2021-07-30 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-07-31 00:00:00","2","76"
"2","ride_requested","android","18-24","2021-08-01 00:00:00","1","30"
"2","ride_requested","android","18-24","2021-08-02 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-08-03 00:00:00","1","56"
"2","ride_requested","android","18-24","2021-08-09 00:00:00","3","103"
"2","ride_requested","android","18-24","2021-08-12 00:00:00","0","30"
"2","ride_requested","android","18-24","2021-08-13 00:00:00","0","29"
"2","ride_requested","android","18-24","2021-08-15 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-08-16 00:00:00","1","50"
"2","ride_requested","android","18-24","2021-08-17 00:00:00","0","28"
"2","ride_requested","android","18-24","2021-08-18 00:00:00","0","28"
"2","ride_requested","android","18-24","2021-08-19 00:00:00","1","61"
"2","ride_requested","android","18-24","2021-08-21 00:00:00","1","34"
"2","ride_requested","android","18-24","2021-08-22 00:00:00","0","26"
"2","ride_requested","android","18-24","2021-08-23 00:00:00","1","30"
"2","ride_requested","android","18-24","2021-08-25 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-08-26 00:00:00","0","33"
"2","ride_requested","android","18-24","2021-08-27 00:00:00","0","27"
"2","ride_requested","android","18-24","2021-08-29 00:00:00","0","20"
"2","ride_requested","android","18-24","2021-08-30 00:00:00","1","25"
"2","ride_requested","android","18-24","2021-09-01 00:00:00","0","53"
"2","ride_requested","android","18-24","2021-09-02 00:00:00","1","124"
"2","ride_requested","android","18-24","2021-09-04 00:00:00","2","82"
"2","ride_requested","android","18-24","2021-09-05 00:00:00","0","32"
"2","ride_requested","android","18-24","2021-09-06 00:00:00","1","24"
"2","ride_requested","android","18-24","2021-09-07 00:00:00","1","52"
"2","ride_requested","android","18-24","2021-09-09 00:00:00","2","53"
"2","ride_requested","android","18-24","2021-09-10 00:00:00","0","27"
"2","ride_requested","android","18-24","2021-09-12 00:00:00","0","39"
"2","ride_requested","android","18-24","2021-09-13 00:00:00","1","37"
"2","ride_requested","android","18-24","2021-09-15 00:00:00","1","62"
"2","ride_requested","android","18-24","2021-09-17 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-09-18 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-09-19 00:00:00","0","26"
"2","ride_requested","android","18-24","2021-09-20 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-09-21 00:00:00","0","70"
"2","ride_requested","android","18-24","2021-09-22 00:00:00","2","105"
"2","ride_requested","android","18-24","2021-09-23 00:00:00","0","51"
"2","ride_requested","android","18-24","2021-09-24 00:00:00","0","20"
"2","ride_requested","android","18-24","2021-09-25 00:00:00","1","31"
"2","ride_requested","android","18-24","2021-09-26 00:00:00","2","75"
"2","ride_requested","android","18-24","2021-09-28 00:00:00","1","81"
"2","ride_requested","android","18-24","2021-09-29 00:00:00","2","87"
"2","ride_requested","android","18-24","2021-10-02 00:00:00","0","28"
"2","ride_requested","android","18-24","2021-10-03 00:00:00","1","59"
"2","ride_requested","android","18-24","2021-10-04 00:00:00","0","27"
"2","ride_requested","android","18-24","2021-10-05 00:00:00","0","23"
"2","ride_requested","android","18-24","2021-10-06 00:00:00","0","24"
"2","ride_requested","android","18-24","2021-10-07 00:00:00","1","29"
"2","ride_requested","android","18-24","2021-10-08 00:00:00","1","37"
"2","ride_requested","android","18-24","2021-10-09 00:00:00","1","43"
"2","ride_requested","android","18-24","2021-10-10 00:00:00","2","82"
"2","ride_requested","android","18-24","2021-10-11 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-10-13 00:00:00","1","67"
"2","ride_requested","android","18-24","2021-10-14 00:00:00","0","24"
"2","ride_requested","android","18-24","2021-10-15 00:00:00","0","30"
"2","ride_requested","android","18-24","2021-10-18 00:00:00","1","40"
"2","ride_requested","android","18-24","2021-10-19 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-10-20 00:00:00","0","51"
"2","ride_requested","android","18-24","2021-10-21 00:00:00","0","26"
"2","ride_requested","android","18-24","2021-10-22 00:00:00","2","96"
"2","ride_requested","android","18-24","2021-10-23 00:00:00","2","87"
"2","ride_requested","android","18-24","2021-10-24 00:00:00","0","62"
"2","ride_requested","android","18-24","2021-10-25 00:00:00","0","32"
"2","ride_requested","android","18-24","2021-10-26 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-10-27 00:00:00","2","136"
"2","ride_requested","android","18-24","2021-10-28 00:00:00","0","0"
"2","ride_requested","android","18-24","2021-10-30 00:00:00","1","44"
"2","ride_requested","android","18-24","2021-10-31 00:00:00","0","20"
"2","ride_requested","android","18-24","2021-11-01 00:00:00","1","41"
"2","ride_requested","android","18-24","2021-11-02 00:00:00","1","30"
