"funnel","rides","platform","age_group","request_date","revenue"
"ride requested","29","web","35-44","08:59:00","0"
"ride requested","34","web","35-44","09:00:00","0"
"ride requested","27","web","35-44","09:01:00","0"
"ride requested","38","web","35-44","09:02:00","0"
"ride requested","34","web","35-44","09:03:00","0"
"ride requested","38","web","35-44","09:04:00","0"
"ride requested","33","web","35-44","09:05:00","0"
"ride requested","27","web","35-44","09:06:00","0"
"ride requested","35","web","35-44","09:07:00","0"
"ride requested","38","web","35-44","09:08:00","0"
"ride requested","29","web","35-44","09:09:00","0"
"ride requested","37","web","35-44","09:10:00","0"
"ride requested","22","web","35-44","09:11:00","0"
"ride requested","29","web","35-44","09:12:00","0"
"ride requested","25","web","35-44","09:13:00","0"
"ride requested","33","web","35-44","09:14:00","0"
"ride requested","28","web","35-44","09:15:00","0"
"ride requested","36","web","35-44","09:16:00","0"
"ride requested","30","web","35-44","09:17:00","0"
"ride requested","34","web","35-44","09:18:00","0"
"ride requested","36","web","35-44","09:19:00","0"
"ride requested","24","web","35-44","09:20:00","0"
"ride requested","28","web","35-44","09:21:00","0"
"ride requested","33","web","35-44","09:22:00","0"
"ride requested","31","web","35-44","09:23:00","0"
"ride requested","32","web","35-44","09:24:00","0"
"ride requested","22","web","35-44","09:25:00","0"
"ride requested","33","web","35-44","09:26:00","0"
"ride requested","29","web","35-44","09:27:00","0"
"ride requested","30","web","35-44","09:28:00","0"
"ride requested","43","web","35-44","09:29:00","0"
"ride requested","38","web","35-44","09:30:00","0"
"ride requested","27","web","35-44","09:31:00","0"
"ride requested","22","web","35-44","09:32:00","0"
"ride requested","32","web","35-44","09:33:00","0"
"ride requested","28","web","35-44","09:34:00","0"
"ride requested","31","web","35-44","09:35:00","0"
"ride requested","36","web","35-44","09:36:00","0"
"ride requested","32","web","35-44","09:37:00","0"
"ride requested","26","web","35-44","09:38:00","0"
"ride requested","32","web","35-44","09:39:00","0"
"ride requested","37","web","35-44","09:40:00","0"
"ride requested","27","web","35-44","09:41:00","0"
"ride requested","37","web","35-44","09:42:00","0"
"ride requested","28","web","35-44","09:43:00","0"
"ride requested","32","web","35-44","09:44:00","0"
"ride requested","25","web","35-44","09:45:00","0"
"ride requested","37","web","35-44","09:46:00","0"
"ride requested","22","web","35-44","09:47:00","0"
"ride requested","44","web","35-44","09:48:00","0"
"ride requested","33","web","35-44","09:49:00","0"
"ride requested","27","web","35-44","09:50:00","0"
"ride requested","27","web","35-44","09:51:00","0"
"ride requested","40","web","35-44","09:52:00","0"
"ride requested","20","web","35-44","09:53:00","0"
"ride requested","34","web","35-44","09:54:00","0"
"ride requested","32","web","35-44","09:55:00","0"
"ride requested","36","web","35-44","09:56:00","0"
"ride requested","34","web","35-44","09:57:00","0"
"ride requested","30","web","35-44","09:58:00","0"
"ride requested","32","web","35-44","09:59:00","0"
"ride requested","19","web","35-44","10:00:00","0"
"ride requested","3","web","35-44","10:01:00","0"
"ride requested","3","web","35-44","10:02:00","0"
"ride requested","4","web","35-44","10:03:00","0"
"ride requested","4","web","35-44","10:04:00","0"
"ride requested","2","web","35-44","10:05:00","0"
"ride requested","3","web","35-44","10:06:00","0"
"ride requested","3","web","35-44","10:07:00","0"
"ride requested","7","web","35-44","10:08:00","0"
"ride requested","5","web","35-44","10:09:00","0"
"ride requested","2","web","35-44","10:10:00","0"
"ride requested","4","web","35-44","10:11:00","0"
"ride requested","6","web","35-44","10:12:00","0"
"ride requested","6","web","35-44","10:13:00","0"
"ride requested","2","web","35-44","10:14:00","0"
"ride requested","4","web","35-44","10:15:00","0"
"ride requested","6","web","35-44","10:16:00","0"
"ride requested","6","web","35-44","10:17:00","0"
"ride requested","3","web","35-44","10:18:00","0"
"ride requested","5","web","35-44","10:19:00","0"
"ride requested","1","web","35-44","10:20:00","0"
"ride requested","3","web","35-44","10:21:00","0"
"ride requested","5","web","35-44","10:22:00","0"
"ride requested","3","web","35-44","10:23:00","0"
"ride requested","7","web","35-44","10:24:00","0"
"ride requested","3","web","35-44","10:25:00","0"
"ride requested","3","web","35-44","10:26:00","0"
"ride requested","6","web","35-44","10:27:00","0"
"ride requested","3","web","35-44","10:28:00","0"
"ride requested","9","web","35-44","10:29:00","0"
"ride requested","5","web","35-44","10:30:00","0"
"ride requested","6","web","35-44","10:31:00","0"
"ride requested","7","web","35-44","10:32:00","0"
"ride requested","8","web","35-44","10:33:00","0"
"ride requested","2","web","35-44","10:34:00","0"
"ride requested","3","web","35-44","10:35:00","0"
"ride requested","3","web","35-44","10:36:00","0"
"ride requested","4","web","35-44","10:37:00","0"
"ride requested","5","web","35-44","10:38:00","0"
"ride requested","8","web","35-44","10:39:00","0"
"ride requested","7","web","35-44","10:40:00","0"
"ride requested","1","web","35-44","10:41:00","0"
"ride requested","4","web","35-44","10:42:00","0"
"ride requested","7","web","35-44","10:43:00","0"
"ride requested","4","web","35-44","10:44:00","0"
"ride requested","2","web","35-44","10:45:00","0"
"ride requested","4","web","35-44","10:46:00","0"
"ride requested","4","web","35-44","10:47:00","0"
"ride requested","10","web","35-44","10:48:00","0"
"ride requested","6","web","35-44","10:49:00","0"
"ride requested","2","web","35-44","10:50:00","0"
"ride requested","7","web","35-44","10:51:00","0"
"ride requested","4","web","35-44","10:52:00","0"
"ride requested","3","web","35-44","10:53:00","0"
"ride requested","3","web","35-44","10:54:00","0"
"ride requested","7","web","35-44","10:55:00","0"
"ride requested","5","web","35-44","10:56:00","0"
"ride requested","8","web","35-44","10:57:00","0"
"ride requested","7","web","35-44","10:58:00","0"
"ride requested","2","web","35-44","10:59:00","0"
"ride requested","9","web","35-44","11:00:00","0"
"ride requested","2","web","35-44","11:01:00","0"
"ride requested","2","web","35-44","11:02:00","0"
"ride requested","1","web","35-44","11:03:00","0"
"ride requested","1","web","35-44","11:04:00","0"
"ride requested","3","web","35-44","11:05:00","0"
"ride requested","5","web","35-44","11:06:00","0"
"ride requested","7","web","35-44","11:07:00","0"
"ride requested","2","web","35-44","11:08:00","0"
"ride requested","4","web","35-44","11:09:00","0"
"ride requested","6","web","35-44","11:10:00","0"
"ride requested","6","web","35-44","11:11:00","0"
"ride requested","6","web","35-44","11:12:00","0"
"ride requested","4","web","35-44","11:13:00","0"
"ride requested","11","web","35-44","11:14:00","0"
"ride requested","6","web","35-44","11:15:00","0"
"ride requested","4","web","35-44","11:16:00","0"
"ride requested","4","web","35-44","11:17:00","0"
"ride requested","5","web","35-44","11:18:00","0"
"ride requested","2","web","35-44","11:19:00","0"
"ride requested","5","web","35-44","11:20:00","0"
"ride requested","6","web","35-44","11:21:00","0"
"ride requested","3","web","35-44","11:22:00","0"
"ride requested","2","web","35-44","11:23:00","0"
"ride requested","10","web","35-44","11:24:00","0"
"ride requested","3","web","35-44","11:25:00","0"
"ride requested","5","web","35-44","11:26:00","0"
"ride requested","2","web","35-44","11:27:00","0"
"ride requested","2","web","35-44","11:28:00","0"
"ride requested","5","web","35-44","11:29:00","0"
"ride requested","3","web","35-44","11:30:00","0"
"ride requested","3","web","35-44","11:31:00","0"
"ride requested","5","web","35-44","11:32:00","0"
"ride requested","5","web","35-44","11:33:00","0"
"ride requested","2","web","35-44","11:34:00","0"
"ride requested","4","web","35-44","11:35:00","0"
"ride requested","3","web","35-44","11:36:00","0"
"ride requested","8","web","35-44","11:37:00","0"
"ride requested","3","web","35-44","11:38:00","0"
"ride requested","5","web","35-44","11:39:00","0"
"ride requested","7","web","35-44","11:40:00","0"
"ride requested","3","web","35-44","11:41:00","0"
"ride requested","3","web","35-44","11:42:00","0"
"ride requested","4","web","35-44","11:43:00","0"
"ride requested","1","web","35-44","11:45:00","0"
"ride requested","4","web","35-44","11:46:00","0"
"ride requested","4","web","35-44","11:47:00","0"
"ride requested","3","web","35-44","11:48:00","0"
"ride requested","5","web","35-44","11:49:00","0"
"ride requested","7","web","35-44","11:50:00","0"
"ride requested","3","web","35-44","11:51:00","0"
"ride requested","3","web","35-44","11:52:00","0"
"ride requested","4","web","35-44","11:53:00","0"
"ride requested","12","web","35-44","11:54:00","0"
"ride requested","7","web","35-44","11:55:00","0"
"ride requested","6","web","35-44","11:56:00","0"
"ride requested","3","web","35-44","11:57:00","0"
"ride requested","6","web","35-44","11:58:00","0"
"ride requested","4","web","35-44","11:59:00","0"
"ride requested","3","web","35-44","12:00:00","0"
"ride requested","8","web","35-44","12:01:00","0"
"ride requested","5","web","35-44","12:02:00","0"
"ride requested","3","web","35-44","12:03:00","0"
"ride requested","2","web","35-44","12:04:00","0"
"ride requested","2","web","35-44","12:05:00","0"
"ride requested","5","web","35-44","12:06:00","0"
"ride requested","6","web","35-44","12:07:00","0"
"ride requested","5","web","35-44","12:08:00","0"
"ride requested","3","web","35-44","12:09:00","0"
"ride requested","9","web","35-44","12:10:00","0"
"ride requested","2","web","35-44","12:11:00","0"
"ride requested","4","web","35-44","12:12:00","0"
"ride requested","7","web","35-44","12:13:00","0"
"ride requested","1","web","35-44","12:14:00","0"
"ride requested","4","web","35-44","12:15:00","0"
"ride requested","3","web","35-44","12:16:00","0"
"ride requested","5","web","35-44","12:17:00","0"
"ride requested","2","web","35-44","12:18:00","0"
"ride requested","8","web","35-44","12:19:00","0"
"ride requested","2","web","35-44","12:20:00","0"
"ride requested","3","web","35-44","12:21:00","0"
"ride requested","4","web","35-44","12:22:00","0"
"ride requested","3","web","35-44","12:23:00","0"
"ride requested","5","web","35-44","12:24:00","0"
"ride requested","1","web","35-44","12:25:00","0"
"ride requested","4","web","35-44","12:26:00","0"
"ride requested","3","web","35-44","12:27:00","0"
"ride requested","6","web","35-44","12:28:00","0"
"ride requested","4","web","35-44","12:29:00","0"
"ride requested","4","web","35-44","12:30:00","0"
"ride requested","2","web","35-44","12:31:00","0"
"ride requested","4","web","35-44","12:32:00","0"
"ride requested","2","web","35-44","12:33:00","0"
"ride requested","4","web","35-44","12:34:00","0"
"ride requested","1","web","35-44","12:35:00","0"
"ride requested","4","web","35-44","12:36:00","0"
"ride requested","3","web","35-44","12:37:00","0"
"ride requested","1","web","35-44","12:38:00","0"
"ride requested","7","web","35-44","12:39:00","0"
"ride requested","7","web","35-44","12:40:00","0"
"ride requested","6","web","35-44","12:41:00","0"
"ride requested","1","web","35-44","12:42:00","0"
"ride requested","2","web","35-44","12:43:00","0"
"ride requested","8","web","35-44","12:44:00","0"
"ride requested","6","web","35-44","12:45:00","0"
"ride requested","5","web","35-44","12:46:00","0"
"ride requested","6","web","35-44","12:47:00","0"
"ride requested","4","web","35-44","12:48:00","0"
"ride requested","5","web","35-44","12:49:00","0"
"ride requested","9","web","35-44","12:50:00","0"
"ride requested","1","web","35-44","12:51:00","0"
"ride requested","5","web","35-44","12:52:00","0"
"ride requested","10","web","35-44","12:53:00","0"
"ride requested","8","web","35-44","12:54:00","0"
"ride requested","6","web","35-44","12:55:00","0"
"ride requested","3","web","35-44","12:56:00","0"
"ride requested","3","web","35-44","12:57:00","0"
"ride requested","4","web","35-44","12:58:00","0"
"ride requested","2","web","35-44","12:59:00","0"
"ride requested","5","web","35-44","13:00:00","0"
"ride requested","4","web","35-44","13:01:00","0"
"ride requested","7","web","35-44","13:02:00","0"
"ride requested","4","web","35-44","13:03:00","0"
"ride requested","6","web","35-44","13:04:00","0"
"ride requested","8","web","35-44","13:05:00","0"
"ride requested","2","web","35-44","13:06:00","0"
"ride requested","4","web","35-44","13:07:00","0"
"ride requested","2","web","35-44","13:08:00","0"
"ride requested","4","web","35-44","13:09:00","0"
"ride requested","4","web","35-44","13:10:00","0"
"ride requested","5","web","35-44","13:11:00","0"
"ride requested","2","web","35-44","13:12:00","0"
"ride requested","4","web","35-44","13:13:00","0"
"ride requested","7","web","35-44","13:14:00","0"
"ride requested","1","web","35-44","13:15:00","0"
"ride requested","8","web","35-44","13:16:00","0"
"ride requested","1","web","35-44","13:17:00","0"
"ride requested","4","web","35-44","13:18:00","0"
"ride requested","5","web","35-44","13:19:00","0"
"ride requested","2","web","35-44","13:20:00","0"
"ride requested","5","web","35-44","13:21:00","0"
"ride requested","3","web","35-44","13:22:00","0"
"ride requested","4","web","35-44","13:23:00","0"
"ride requested","4","web","35-44","13:24:00","0"
"ride requested","2","web","35-44","13:25:00","0"
"ride requested","3","web","35-44","13:26:00","0"
"ride requested","9","web","35-44","13:27:00","0"
"ride requested","10","web","35-44","13:28:00","0"
"ride requested","4","web","35-44","13:29:00","0"
"ride requested","4","web","35-44","13:30:00","0"
"ride requested","7","web","35-44","13:31:00","0"
"ride requested","1","web","35-44","13:32:00","0"
"ride requested","1","web","35-44","13:33:00","0"
"ride requested","2","web","35-44","13:34:00","0"
"ride requested","7","web","35-44","13:35:00","0"
"ride requested","3","web","35-44","13:36:00","0"
"ride requested","5","web","35-44","13:37:00","0"
"ride requested","4","web","35-44","13:38:00","0"
"ride requested","2","web","35-44","13:39:00","0"
"ride requested","1","web","35-44","13:40:00","0"
"ride requested","1","web","35-44","13:41:00","0"
"ride requested","4","web","35-44","13:42:00","0"
"ride requested","4","web","35-44","13:43:00","0"
"ride requested","6","web","35-44","13:44:00","0"
"ride requested","6","web","35-44","13:45:00","0"
"ride requested","2","web","35-44","13:46:00","0"
"ride requested","3","web","35-44","13:47:00","0"
"ride requested","5","web","35-44","13:48:00","0"
"ride requested","5","web","35-44","13:49:00","0"
"ride requested","3","web","35-44","13:50:00","0"
"ride requested","3","web","35-44","13:51:00","0"
"ride requested","1","web","35-44","13:52:00","0"
"ride requested","4","web","35-44","13:53:00","0"
"ride requested","6","web","35-44","13:54:00","0"
"ride requested","3","web","35-44","13:55:00","0"
"ride requested","2","web","35-44","13:56:00","0"
"ride requested","4","web","35-44","13:57:00","0"
"ride requested","1","web","35-44","13:58:00","0"
"ride requested","2","web","35-44","13:59:00","0"
"ride requested","2","web","35-44","14:00:00","0"
"ride requested","2","web","35-44","14:01:00","0"
"ride requested","4","web","35-44","14:02:00","0"
"ride requested","5","web","35-44","14:03:00","0"
"ride requested","2","web","35-44","14:04:00","0"
"ride requested","4","web","35-44","14:05:00","0"
"ride requested","1","web","35-44","14:06:00","0"
"ride requested","3","web","35-44","14:07:00","0"
"ride requested","4","web","35-44","14:08:00","0"
"ride requested","2","web","35-44","14:09:00","0"
"ride requested","6","web","35-44","14:10:00","0"
"ride requested","4","web","35-44","14:11:00","0"
"ride requested","4","web","35-44","14:12:00","0"
"ride requested","7","web","35-44","14:13:00","0"
"ride requested","2","web","35-44","14:14:00","0"
"ride requested","6","web","35-44","14:15:00","0"
"ride requested","5","web","35-44","14:16:00","0"
"ride requested","3","web","35-44","14:17:00","0"
"ride requested","7","web","35-44","14:18:00","0"
"ride requested","3","web","35-44","14:19:00","0"
"ride requested","2","web","35-44","14:20:00","0"
"ride requested","2","web","35-44","14:21:00","0"
"ride requested","9","web","35-44","14:22:00","0"
"ride requested","3","web","35-44","14:23:00","0"
"ride requested","2","web","35-44","14:24:00","0"
"ride requested","1","web","35-44","14:25:00","0"
"ride requested","5","web","35-44","14:26:00","0"
"ride requested","6","web","35-44","14:27:00","0"
"ride requested","4","web","35-44","14:28:00","0"
"ride requested","7","web","35-44","14:29:00","0"
"ride requested","2","web","35-44","14:30:00","0"
"ride requested","2","web","35-44","14:31:00","0"
"ride requested","8","web","35-44","14:32:00","0"
"ride requested","2","web","35-44","14:33:00","0"
"ride requested","1","web","35-44","14:34:00","0"
"ride requested","6","web","35-44","14:35:00","0"
"ride requested","5","web","35-44","14:36:00","0"
"ride requested","1","web","35-44","14:37:00","0"
"ride requested","7","web","35-44","14:38:00","0"
"ride requested","5","web","35-44","14:39:00","0"
"ride requested","5","web","35-44","14:40:00","0"
"ride requested","1","web","35-44","14:41:00","0"
"ride requested","6","web","35-44","14:42:00","0"
"ride requested","3","web","35-44","14:43:00","0"
"ride requested","7","web","35-44","14:44:00","0"
"ride requested","3","web","35-44","14:45:00","0"
"ride requested","6","web","35-44","14:46:00","0"
"ride requested","6","web","35-44","14:47:00","0"
"ride requested","2","web","35-44","14:48:00","0"
"ride requested","5","web","35-44","14:49:00","0"
"ride requested","6","web","35-44","14:50:00","0"
"ride requested","5","web","35-44","14:51:00","0"
"ride requested","4","web","35-44","14:52:00","0"
"ride requested","7","web","35-44","14:53:00","0"
"ride requested","5","web","35-44","14:54:00","0"
"ride requested","2","web","35-44","14:55:00","0"
"ride requested","4","web","35-44","14:56:00","0"
"ride requested","7","web","35-44","14:57:00","0"
"ride requested","3","web","35-44","14:58:00","0"
"ride requested","6","web","35-44","14:59:00","0"
"ride requested","3","web","35-44","15:00:00","0"
"ride requested","3","web","35-44","15:01:00","0"
"ride requested","1","web","35-44","15:02:00","0"
"ride requested","9","web","35-44","15:03:00","0"
"ride requested","3","web","35-44","15:04:00","0"
"ride requested","5","web","35-44","15:05:00","0"
"ride requested","8","web","35-44","15:06:00","0"
"ride requested","2","web","35-44","15:07:00","0"
"ride requested","5","web","35-44","15:08:00","0"
"ride requested","6","web","35-44","15:09:00","0"
"ride requested","1","web","35-44","15:10:00","0"
"ride requested","4","web","35-44","15:11:00","0"
"ride requested","7","web","35-44","15:12:00","0"
"ride requested","3","web","35-44","15:13:00","0"
"ride requested","7","web","35-44","15:14:00","0"
"ride requested","2","web","35-44","15:15:00","0"
"ride requested","5","web","35-44","15:16:00","0"
"ride requested","7","web","35-44","15:17:00","0"
"ride requested","3","web","35-44","15:18:00","0"
"ride requested","4","web","35-44","15:19:00","0"
"ride requested","3","web","35-44","15:20:00","0"
"ride requested","4","web","35-44","15:21:00","0"
"ride requested","3","web","35-44","15:22:00","0"
"ride requested","4","web","35-44","15:23:00","0"
"ride requested","7","web","35-44","15:24:00","0"
"ride requested","3","web","35-44","15:25:00","0"
"ride requested","4","web","35-44","15:26:00","0"
"ride requested","6","web","35-44","15:27:00","0"
"ride requested","3","web","35-44","15:28:00","0"
"ride requested","3","web","35-44","15:30:00","0"
"ride requested","6","web","35-44","15:31:00","0"
"ride requested","6","web","35-44","15:32:00","0"
"ride requested","3","web","35-44","15:33:00","0"
"ride requested","6","web","35-44","15:34:00","0"
"ride requested","4","web","35-44","15:35:00","0"
"ride requested","4","web","35-44","15:36:00","0"
"ride requested","6","web","35-44","15:37:00","0"
"ride requested","1","web","35-44","15:38:00","0"
"ride requested","5","web","35-44","15:39:00","0"
"ride requested","1","web","35-44","15:40:00","0"
"ride requested","7","web","35-44","15:41:00","0"
"ride requested","1","web","35-44","15:42:00","0"
"ride requested","6","web","35-44","15:43:00","0"
"ride requested","2","web","35-44","15:44:00","0"
"ride requested","2","web","35-44","15:45:00","0"
"ride requested","3","web","35-44","15:46:00","0"
"ride requested","2","web","35-44","15:47:00","0"
"ride requested","3","web","35-44","15:48:00","0"
"ride requested","6","web","35-44","15:49:00","0"
"ride requested","4","web","35-44","15:50:00","0"
"ride requested","4","web","35-44","15:51:00","0"
"ride requested","3","web","35-44","15:52:00","0"
"ride requested","2","web","35-44","15:53:00","0"
"ride requested","6","web","35-44","15:54:00","0"
"ride requested","1","web","35-44","15:55:00","0"
"ride requested","9","web","35-44","15:56:00","0"
"ride requested","3","web","35-44","15:57:00","0"
"ride requested","5","web","35-44","15:58:00","0"
"ride requested","6","web","35-44","15:59:00","0"
"ride requested","36","web","35-44","16:00:00","0"
"ride requested","26","web","35-44","16:01:00","0"
"ride requested","35","web","35-44","16:02:00","0"
"ride requested","23","web","35-44","16:03:00","0"
"ride requested","27","web","35-44","16:04:00","0"
"ride requested","27","web","35-44","16:05:00","0"
"ride requested","35","web","35-44","16:06:00","0"
"ride requested","34","web","35-44","16:07:00","0"
"ride requested","30","web","35-44","16:08:00","0"
"ride requested","27","web","35-44","16:09:00","0"
"ride requested","31","web","35-44","16:10:00","0"
"ride requested","34","web","35-44","16:11:00","0"
"ride requested","18","web","35-44","16:12:00","0"
"ride requested","30","web","35-44","16:13:00","0"
"ride requested","29","web","35-44","16:14:00","0"
"ride requested","31","web","35-44","16:15:00","0"
"ride requested","33","web","35-44","16:16:00","0"
"ride requested","44","web","35-44","16:17:00","0"
"ride requested","22","web","35-44","16:18:00","0"
"ride requested","27","web","35-44","16:19:00","0"
"ride requested","36","web","35-44","16:20:00","0"
"ride requested","36","web","35-44","16:21:00","0"
"ride requested","25","web","35-44","16:22:00","0"
"ride requested","24","web","35-44","16:23:00","0"
"ride requested","17","web","35-44","16:24:00","0"
"ride requested","30","web","35-44","16:25:00","0"
"ride requested","31","web","35-44","16:26:00","0"
"ride requested","36","web","35-44","16:27:00","0"
"ride requested","29","web","35-44","16:28:00","0"
"ride requested","22","web","35-44","16:29:00","0"
"ride requested","35","web","35-44","16:30:00","0"
"ride requested","21","web","35-44","16:31:00","0"
"ride requested","29","web","35-44","16:32:00","0"
"ride requested","30","web","35-44","16:33:00","0"
"ride requested","23","web","35-44","16:34:00","0"
"ride requested","33","web","35-44","16:35:00","0"
"ride requested","32","web","35-44","16:36:00","0"
"ride requested","26","web","35-44","16:37:00","0"
"ride requested","29","web","35-44","16:38:00","0"
"ride requested","29","web","35-44","16:39:00","0"
"ride requested","44","web","35-44","16:40:00","0"
"ride requested","26","web","35-44","16:41:00","0"
"ride requested","30","web","35-44","16:42:00","0"
"ride requested","28","web","35-44","16:43:00","0"
"ride requested","31","web","35-44","16:44:00","0"
"ride requested","27","web","35-44","16:45:00","0"
"ride requested","40","web","35-44","16:46:00","0"
"ride requested","35","web","35-44","16:47:00","0"
"ride requested","32","web","35-44","16:48:00","0"
"ride requested","29","web","35-44","16:49:00","0"
"ride requested","26","web","35-44","16:50:00","0"
"ride requested","32","web","35-44","16:51:00","0"
"ride requested","24","web","35-44","16:52:00","0"
"ride requested","25","web","35-44","16:53:00","0"
"ride requested","35","web","35-44","16:54:00","0"
"ride requested","29","web","35-44","16:55:00","0"
"ride requested","45","web","35-44","16:56:00","0"
"ride requested","31","web","35-44","16:57:00","0"
"ride requested","27","web","35-44","16:58:00","0"
"ride requested","29","web","35-44","16:59:00","0"
"ride requested","43","web","35-44","17:00:00","0"
"ride requested","32","web","35-44","17:01:00","0"
"ride requested","36","web","35-44","17:02:00","0"
"ride requested","38","web","35-44","17:03:00","0"
"ride requested","33","web","35-44","17:04:00","0"
"ride requested","34","web","35-44","17:05:00","0"
"ride requested","33","web","35-44","17:06:00","0"
"ride requested","34","web","35-44","17:07:00","0"
"ride requested","24","web","35-44","17:08:00","0"
"ride requested","35","web","35-44","17:09:00","0"
"ride requested","23","web","35-44","17:10:00","0"
"ride requested","19","web","35-44","17:11:00","0"
"ride requested","35","web","35-44","17:12:00","0"
"ride requested","31","web","35-44","17:13:00","0"
"ride requested","33","web","35-44","17:14:00","0"
"ride requested","26","web","35-44","17:15:00","0"
"ride requested","24","web","35-44","17:16:00","0"
"ride requested","26","web","35-44","17:17:00","0"
"ride requested","24","web","35-44","17:18:00","0"
"ride requested","23","web","35-44","17:19:00","0"
"ride requested","36","web","35-44","17:20:00","0"
"ride requested","37","web","35-44","17:21:00","0"
"ride requested","28","web","35-44","17:22:00","0"
"ride requested","26","web","35-44","17:23:00","0"
"ride requested","36","web","35-44","17:24:00","0"
"ride requested","28","web","35-44","17:25:00","0"
"ride requested","39","web","35-44","17:26:00","0"
"ride requested","22","web","35-44","17:27:00","0"
"ride requested","42","web","35-44","17:28:00","0"
"ride requested","25","web","35-44","17:29:00","0"
"ride requested","24","web","35-44","17:30:00","0"
"ride requested","29","web","35-44","17:31:00","0"
"ride requested","33","web","35-44","17:32:00","0"
"ride requested","34","web","35-44","17:33:00","0"
"ride requested","27","web","35-44","17:34:00","0"
"ride requested","31","web","35-44","17:35:00","0"
"ride requested","27","web","35-44","17:36:00","0"
"ride requested","36","web","35-44","17:37:00","0"
"ride requested","39","web","35-44","17:38:00","0"
"ride requested","42","web","35-44","17:39:00","0"
"ride requested","32","web","35-44","17:40:00","0"
"ride requested","33","web","35-44","17:41:00","0"
"ride requested","25","web","35-44","17:42:00","0"
"ride requested","30","web","35-44","17:43:00","0"
"ride requested","29","web","35-44","17:44:00","0"
"ride requested","22","web","35-44","17:45:00","0"
"ride requested","31","web","35-44","17:46:00","0"
"ride requested","33","web","35-44","17:47:00","0"
"ride requested","38","web","35-44","17:48:00","0"
"ride requested","37","web","35-44","17:49:00","0"
"ride requested","22","web","35-44","17:50:00","0"
"ride requested","31","web","35-44","17:51:00","0"
"ride requested","30","web","35-44","17:52:00","0"
"ride requested","24","web","35-44","17:53:00","0"
"ride requested","41","web","35-44","17:54:00","0"
"ride requested","32","web","35-44","17:55:00","0"
"ride requested","26","web","35-44","17:56:00","0"
"ride requested","32","web","35-44","17:57:00","0"
"ride requested","27","web","35-44","17:58:00","0"
"ride requested","32","web","35-44","17:59:00","0"
"ride requested","48","web","35-44","18:00:00","0"
"ride requested","15","web","35-44","18:01:00","0"
"ride requested","14","web","35-44","18:02:00","0"
"ride requested","20","web","35-44","18:03:00","0"
"ride requested","21","web","35-44","18:04:00","0"
"ride requested","31","web","35-44","18:05:00","0"
"ride requested","31","web","35-44","18:06:00","0"
"ride requested","21","web","35-44","18:07:00","0"
"ride requested","28","web","35-44","18:08:00","0"
"ride requested","22","web","35-44","18:09:00","0"
"ride requested","18","web","35-44","18:10:00","0"
"ride requested","23","web","35-44","18:11:00","0"
"ride requested","26","web","35-44","18:12:00","0"
"ride requested","18","web","35-44","18:13:00","0"
"ride requested","29","web","35-44","18:14:00","0"
"ride requested","20","web","35-44","18:15:00","0"
"ride requested","13","web","35-44","18:16:00","0"
"ride requested","20","web","35-44","18:17:00","0"
"ride requested","19","web","35-44","18:18:00","0"
"ride requested","24","web","35-44","18:19:00","0"
"ride requested","26","web","35-44","18:20:00","0"
"ride requested","22","web","35-44","18:21:00","0"
"ride requested","25","web","35-44","18:22:00","0"
"ride requested","12","web","35-44","18:23:00","0"
"ride requested","16","web","35-44","18:24:00","0"
"ride requested","16","web","35-44","18:25:00","0"
"ride requested","18","web","35-44","18:26:00","0"
"ride requested","19","web","35-44","18:27:00","0"
"ride requested","20","web","35-44","18:28:00","0"
"ride requested","22","web","35-44","18:29:00","0"
"ride requested","17","web","35-44","18:30:00","0"
"ride requested","23","web","35-44","18:31:00","0"
"ride requested","16","web","35-44","18:32:00","0"
"ride requested","19","web","35-44","18:33:00","0"
"ride requested","23","web","35-44","18:34:00","0"
"ride requested","23","web","35-44","18:35:00","0"
"ride requested","17","web","35-44","18:36:00","0"
"ride requested","18","web","35-44","18:37:00","0"
"ride requested","24","web","35-44","18:38:00","0"
"ride requested","20","web","35-44","18:39:00","0"
"ride requested","22","web","35-44","18:40:00","0"
"ride requested","27","web","35-44","18:41:00","0"
"ride requested","15","web","35-44","18:42:00","0"
"ride requested","27","web","35-44","18:43:00","0"
"ride requested","24","web","35-44","18:44:00","0"
"ride requested","23","web","35-44","18:45:00","0"
"ride requested","18","web","35-44","18:46:00","0"
"ride requested","22","web","35-44","18:47:00","0"
"ride requested","16","web","35-44","18:48:00","0"
"ride requested","26","web","35-44","18:49:00","0"
"ride requested","15","web","35-44","18:50:00","0"
"ride requested","27","web","35-44","18:51:00","0"
"ride requested","22","web","35-44","18:52:00","0"
"ride requested","17","web","35-44","18:53:00","0"
"ride requested","22","web","35-44","18:54:00","0"
"ride requested","14","web","35-44","18:55:00","0"
"ride requested","30","web","35-44","18:56:00","0"
"ride requested","25","web","35-44","18:57:00","0"
"ride requested","22","web","35-44","18:58:00","0"
"ride requested","17","web","35-44","18:59:00","0"
"ride requested","19","web","35-44","19:00:00","0"
"ride requested","18","web","35-44","19:01:00","0"
"ride requested","22","web","35-44","19:02:00","0"
"ride requested","15","web","35-44","19:03:00","0"
"ride requested","26","web","35-44","19:04:00","0"
"ride requested","15","web","35-44","19:05:00","0"
"ride requested","21","web","35-44","19:06:00","0"
"ride requested","25","web","35-44","19:07:00","0"
